regcap_amount,esdate,ipo_company,company_industry,company_type
2000000.0,2014-10-30,null,M,有限责任公司（自然人投资或控股）
NULL,2017-09-14,null,F,个体
NULL,1992-03-23,null,C,个人独资企业
NULL,2015-06-24,null,F,个体
5000000.0,2010-05-26,null,L,有限责任公司（自然人投资或控股）
3000000.0,2013-07-16,null,F,有限责任公司（自然人投资或控股）
1000000.0,2009-11-19,null,R,有限责任公司（自然人投资或控股）
NULL,2014-03-12,null,F,个体
NULL,2015-02-12,null,F,个体
1000000.0,2003-07-07,null,I,有限责任公司（自然人投资或控股）
NULL,2010-11-03,null,F,个体
NULL,2017-08-12,null,F,个体
50000000.0,2008-10-24,null,M,有限责任公司（自然人投资或控股）
3500000.0,2006-09-26,null,I,有限责任公司（自然人投资或控股）
NULL,2018-01-09,null,F,个体工商户
NULL,2017-09-11,null,F,个体
1000000.0,2007-05-15,null,F,有限责任公司（自然人独资）
1000000.0,2017-03-08,null,F,有限责任公司（自然人独资）
1000000.0,2014-07-29,null,E,有限责任公司（自然人独资）
NULL,2007-08-09,null,I,个体
1000000.0,2017-05-21,null,C,有限责任公司（自然人投资或控股）
3330000.0,2016-08-10,null,R,有限责任公司（自然人投资或控股）
NULL,2011-06-14,null,F,个体
NULL,2015-11-11,null,H,个体
NULL,2012-09-24,null,F,个体
NULL,2016-06-30,null,H,个体
1000000.0,2017-05-25,null,L,有限责任公司（自然人投资或控股）
NULL,2004-03-02,null,C,个体工商户
NULL,2008-04-20,null,F,个体
NULL,2016-11-29,null,L,有限责任公司分公司（自然人投资或控股）
10000000.0,2015-06-16,null,F,有限责任公司（自然人投资或控股）
1000000.0,2012-02-13,null,C,有限责任公司（自然人投资或控股）
NULL,2011-11-21,null,F,个体
NULL,2017-03-27,null,H,个体
NULL,2007-04-02,null,N,个体
NULL,2002-10-14,null,H,个体
NULL,2009-07-02,null,E,有限责任公司分公司（自然人投资或控股的法人独资）
1500000.0,2017-03-06,null,L,有限责任公司（自然人投资或控股）
NULL,2013-11-29,null,F,个体
1000000.0,2013-05-09,null,I,有限责任公司（自然人投资或控股）
500000.0,2011-08-26,null,L,有限责任公司（自然人投资或控股）
NULL,2017-01-18,null,F,个体
NULL,2007-01-16,null,F,个体
NULL,2016-11-17,null,F,个体
NULL,2017-10-16,null,F,个体
1000000.0,2016-06-15,null,F,有限责任公司（自然人投资或控股）
NULL,2015-09-09,null,F,个体
NULL,2006-04-26,null,F,个体
2000000.0,2015-07-27,null,F,有限责任公司（自然人投资或控股）
NULL,2016-01-28,null,L,股份有限公司分公司（非上市、自然人投资或控股）
NULL,2014-12-05,null,F,个体
NULL,2011-07-11,null,F,个体
NULL,2010-01-08,null,C,个体
1000000.0,2014-05-04,null,E,有限责任公司（自然人投资或控股）
20000000.0,2009-06-19,null,K,有限责任公司（自然人投资或控股）
NULL,2004-11-04,null,C,个体
NULL,2014-12-15,null,F,个体
5000000.0,2004-11-15,null,F,有限责任公司（自然人投资或控股）
NULL,2005-05-23,null,F,个体
10000000.0,2009-09-15,null,N,有限责任公司（自然人投资或控股）
5000000.0,2009-06-08,null,L,有限责任公司（自然人投资或控股）
NULL,2017-09-01,null,H,个体
30000.0,2013-05-10,null,L,有限责任公司（自然人投资或控股）
NULL,2017-09-19,null,O,个体
3600000.0,2016-04-21,null,E,有限责任公司（自然人投资或控股）
10000000.0,2014-12-15,null,F,有限责任公司（自然人投资或控股）
20260000.0,2005-01-18,null,L,有限责任公司（自然人投资或控股）
NULL,2004-03-15,null,C,个体
NULL,2012-05-17,null,O,个体
2000000.0,2017-02-27,null,L,有限责任公司（自然人投资或控股）
NULL,2012-04-16,null,O,个体
NULL,2017-12-14,null,G,个体工商户
500000.0,2006-11-20,null,F,有限责任公司（自然人独资）
500000.0,2015-01-29,null,F,有限责任公司（自然人投资或控股）
NULL,2016-01-19,null,R,个体
NULL,2016-11-24,null,F,个体
500000.0,2003-07-11,null,E,有限责任公司（自然人投资或控股）
500000.0,2015-03-26,null,I,有限责任公司（自然人投资或控股）
NULL,2017-08-21,null,H,个体
NULL,2008-05-14,null,F,个体
20000000.0,2014-06-25,null,L,有限责任公司（自然人独资）
NULL,2016-05-23,null,F,个体
NULL,2017-01-09,null,D,有限合伙企业
NULL,2016-11-23,null,F,个体
300000.0,2015-06-09,null,H,有限责任公司（自然人独资）
NULL,2016-08-24,null,F,个人独资企业
1000000.0,2016-03-21,null,L,有限责任公司（自然人投资或控股）
50000000.0,2011-03-10,null,K,有限责任公司（自然人投资或控股的法人独资）
500000.0,2014-01-13,null,I,有限责任公司（自然人投资或控股）
NULL,2017-09-13,null,A,个体
1000000.0,2017-11-01,null,F,有限责任公司（自然人投资或控股）
NULL,2014-05-30,null,F,个体
10000000.0,2015-07-28,null,F,有限责任公司（自然人投资或控股）
1000000.0,2017-11-23,null,F,有限责任公司（自然人独资）
NULL,2014-05-29,null,F,个体
NULL,2017-10-09,null,F,个体
20000000.0,2011-11-01,null,E,有限责任公司（自然人投资或控股）
NULL,2008-04-15,null,F,个体
6000000.0,2016-11-18,null,E,有限责任公司（自然人投资或控股）
1000000.0,2016-08-02,null,L,有限责任公司（自然人投资或控股）
500000.0,2005-09-14,null,H,有限责任公司（自然人投资或控股）
NULL,2009-07-13,null,C,个体
NULL,2012-06-29,null,F,个体
NULL,2014-08-05,null,F,个体
NULL,2004-08-26,null,F,个体
NULL,2016-08-02,null,F,个人独资企业
NULL,2010-11-18,null,F,个体
NULL,2009-03-06,null,H,个体
10000000.0,2017-03-21,null,E,有限责任公司（自然人投资或控股）
NULL,2016-05-04,null,O,个体
NULL,2009-03-16,null,H,个体
NULL,2013-03-27,null,F,个体
1000000.0,2014-07-10,null,F,有限责任公司（自然人投资或控股）
500000.0,2016-11-08,null,F,有限责任公司（自然人独资）
2000000.0,2017-11-10,null,L,有限责任公司（自然人投资或控股）
NULL,2014-08-12,null,F,个体
NULL,2009-12-03,null,I,个体
NULL,2012-11-30,null,F,个体
5000000.0,2013-06-28,null,F,有限责任公司（自然人投资或控股）
1000000.0,2004-02-03,null,G,有限责任公司（自然人投资或控股）
5000000.0,2013-12-31,null,R,有限责任公司（自然人投资或控股）
999900.0,2016-03-01,null,F,有限责任公司（自然人独资）
1000000.0,2014-10-24,null,M,有限责任公司（自然人独资）
100000.0,2016-08-12,null,F,有限责任公司（自然人投资或控股）
2000000.0,2017-04-28,null,H,有限责任公司（自然人投资或控股）
NULL,2017-04-24,null,F,个体
NULL,2009-07-20,null,F,个体
NULL,2008-04-15,null,F,个体
NULL,2017-04-10,null,H,个体
NULL,2003-08-08,null,C,个体
1000000.0,2017-07-31,null,F,有限责任公司（自然人投资或控股）
2000000.0,2015-11-30,null,L,有限责任公司（自然人投资或控股）
NULL,2009-04-01,null,I,有限责任公司分公司（自然人投资或控股）
NULL,2002-04-18,null,I,个人独资企业
5000000.0,2013-07-10,null,F,有限责任公司（自然人投资或控股）
100000.0,2017-03-01,null,R,有限责任公司（自然人投资或控股）
1000000.0,2017-11-13,null,F,有限责任公司（自然人独资）
NULL,2006-05-19,null,H,个体
NULL,2014-11-24,null,F,个体
4000000.0,2016-01-29,null,F,其他有限责任公司
16000000.0,2012-03-08,null,K,有限责任公司（自然人投资或控股）
NULL,2008-09-11,null,F,个体
NULL,2013-03-07,null,F,个体
2000000.0,2006-09-13,null,R,有限责任公司（自然人独资）
NULL,2012-11-26,null,F,个体
NULL,2008-01-18,null,L,有限责任公司分公司（自然人投资或控股）
500000.0,2004-03-16,null,M,有限责任公司（自然人投资或控股）
NULL,2008-03-17,null,F,个体
NULL,2013-10-30,null,F,个体
NULL,2009-05-31,null,O,个体
NULL,2012-03-21,null,L,个体
500000.0,2004-02-23,null,L,有限责任公司（自然人投资或控股）
2000000.0,2017-03-02,null,E,有限责任公司（自然人投资或控股）
NULL,2013-04-26,null,F,个体
1000000.0,2017-09-25,null,L,有限责任公司（自然人投资或控股）
NULL,2018-01-17,null,F,个体工商户
NULL,2008-07-30,null,O,个体
10000000.0,2015-12-29,null,L,有限责任公司（自然人投资或控股）
500000.0,2011-07-18,null,F,有限责任公司（自然人投资或控股）
NULL,2015-07-03,null,F,个体
NULL,2015-03-19,null,F,个体
NULL,2009-02-19,null,F,个体
500000.0,2004-11-03,null,N,有限责任公司（自然人投资或控股）
30000.0,2010-05-10,null,P,有限责任公司（自然人投资或控股）
NULL,2017-10-24,null,H,个体
NULL,2005-01-20,null,H,个体
500000.0,2013-03-20,null,F,有限责任公司（自然人投资或控股）
NULL,2017-05-25,null,H,个体
NULL,2008-05-26,null,L,个体
NULL,2017-03-14,null,F,个体
1000000.0,2017-03-06,null,I,有限责任公司（自然人投资或控股）
500000.0,2012-07-23,null,I,有限责任公司（自然人投资或控股）
500000.0,2013-01-30,null,F,有限责任公司（自然人投资或控股）
15000000.0,2009-04-10,null,L,有限责任公司（自然人投资或控股）
NULL,2013-10-09,null,F,个体
NULL,2014-09-25,null,F,个体
10000000.0,2015-12-22,null,M,有限责任公司（自然人投资或控股的法人独资）
100000.0,2012-09-18,null,F,有限责任公司（自然人投资或控股）
NULL,2016-04-22,null,H,个体
NULL,2014-06-17,null,F,个体
1000000.0,2010-07-05,null,F,有限责任公司（自然人投资或控股）
1000000.0,2005-10-13,null,F,有限责任公司（自然人投资或控股）
NULL,2007-06-18,null,F,个体
1000000.0,2016-02-16,null,F,有限责任公司（自然人投资或控股）
NULL,2011-09-23,null,I,个体
500000.0,2014-11-05,null,F,有限责任公司（自然人投资或控股）
NULL,2015-09-21,null,I,个人独资企业
100000.0,2015-12-15,null,L,有限责任公司（自然人独资）
5000000.0,2017-06-09,null,E,有限责任公司（自然人投资或控股）
NULL,2010-04-19,null,F,个体
1000000.0,2012-10-12,null,F,有限责任公司（自然人独资）
5000000.0,2012-05-29,null,M,有限责任公司（自然人投资或控股）
NULL,2012-07-26,null,F,个体
10000000.0,2016-02-04,null,J,有限责任公司（自然人投资或控股）
NULL,2011-05-27,null,F,个体
500000.0,2013-09-10,null,I,有限责任公司（自然人投资或控股）
520000.0,2014-12-04,null,L,有限责任公司（自然人投资或控股）
NULL,2005-09-06,null,C,有限责任公司分公司（自然人投资或控股）
NULL,2006-01-09,null,C,个体
NULL,2005-11-30,null,I,有限责任公司分公司（自然人投资或控股）
500000.0,2012-02-13,null,L,有限责任公司（自然人投资或控股）
500000.0,2013-07-19,null,R,有限责任公司（自然人投资或控股）
500000.0,2013-06-07,null,F,有限责任公司（非自然人投资或控股的法人独资）
NULL,2016-04-06,null,P,个体
NULL,2017-08-11,null,F,个体
1000000.0,2009-08-14,null,M,有限责任公司（自然人独资）
2000000.0,2017-03-15,null,F,有限责任公司（自然人独资）
NULL,2011-01-27,null,F,个体
5000.0,2015-07-02,null,A,有限责任公司（自然人独资）
NULL,2015-09-08,null,H,个体
NULL,2015-06-02,null,F,个体
NULL,2009-10-20,null,F,个体
NULL,2016-07-11,null,I,个体
10000000.0,2009-11-19,null,L,有限责任公司（自然人投资或控股）
NULL,2006-07-24,null,C,个体
100000.0,2017-12-06,null,F,有限责任公司（自然人独资）
NULL,2016-05-16,null,H,个体
500000.0,2001-05-14,null,F,有限责任公司（自然人投资或控股）
NULL,2015-08-18,null,F,个体
NULL,2014-08-04,null,F,个体工商户
NULL,2013-09-13,null,F,个体
1000000.0,2012-03-29,null,F,有限责任公司（自然人投资或控股）
NULL,2004-06-30,null,F,个体
500000.0,2016-11-15,null,I,有限责任公司（自然人投资或控股）
2000000.0,2015-03-19,null,F,有限责任公司（自然人投资或控股）
NULL,2015-07-03,null,F,个体
NULL,2017-11-06,null,H,个体
500000.0,2017-04-27,null,F,有限责任公司（自然人独资）
NULL,2008-07-11,null,H,个体
NULL,2013-03-21,null,F,个体
NULL,2014-11-04,null,O,个体
500000.0,2007-07-30,null,F,有限责任公司（自然人投资或控股）
NULL,2008-03-04,null,F,有限责任公司分公司（自然人投资或控股）
20000000.0,2015-01-26,null,E,有限责任公司（自然人投资或控股）
1000000.0,2014-06-25,null,F,有限责任公司（自然人投资或控股）
NULL,2014-05-27,null,F,个体
8000000.0,2007-07-03,null,M,有限责任公司（自然人投资或控股）
1000000.0,2016-03-11,null,L,有限责任公司（自然人投资或控股）
100000000.0,2005-06-23,null,E,有限责任公司（自然人投资或控股）
NULL,2013-03-13,null,F,个体
NULL,2016-09-27,null,H,个体
500000.0,2015-11-11,null,F,有限责任公司（自然人独资）
NULL,2014-08-28,null,F,个体
10000000.0,2015-05-08,null,F,有限责任公司（自然人投资或控股）
500000.0,2015-07-08,null,I,有限责任公司（自然人投资或控股）
100000.0,2017-07-21,null,K,有限责任公司（自然人独资）
2000000.0,2017-06-15,null,F,有限责任公司（自然人投资或控股）
NULL,2015-10-10,null,H,个体
1000000.0,2016-01-15,null,C,有限责任公司（自然人投资或控股）
6000000.0,2013-05-09,null,I,有限责任公司（自然人投资或控股）
NULL,2017-12-15,null,F,个体工商户
NULL,2010-06-10,null,F,个体
1000000.0,2010-11-03,null,L,有限责任公司（自然人投资或控股）
1000000.0,2012-11-23,null,L,有限责任公司（自然人投资或控股）
NULL,2013-10-24,null,L,个体
NULL,2013-05-14,null,F,个体
NULL,2017-10-10,null,F,个体
NULL,2016-11-29,null,A,个体
NULL,2012-05-16,null,F,个体
NULL,2013-12-25,null,F,个体
NULL,2012-08-17,null,H,个体
NULL,2015-12-10,null,I,个体
30000.0,2009-10-13,null,F,有限责任公司（自然人投资或控股）
NULL,2008-04-14,null,F,个体
NULL,2014-06-13,null,F,个体
1000000.0,2014-04-23,null,F,有限责任公司（自然人投资或控股）
NULL,2017-10-26,null,F,个体
100000.0,2013-04-10,null,I,有限责任公司（自然人投资或控股）
500000.0,2015-05-12,null,R,有限责任公司（自然人投资或控股）
500000.0,2014-01-14,null,F,有限责任公司（自然人投资或控股）
NULL,2001-08-13,null,C,有限责任公司分公司（自然人投资或控股）
NULL,2013-04-23,null,Q,个体
NULL,2015-08-19,null,C,个体
3000000.0,2007-08-13,null,I,有限责任公司（自然人投资或控股）
NULL,2012-03-24,null,F,个体
NULL,2015-03-30,null,F,个体
NULL,2004-06-17,null,H,个体
500000.0,2013-03-12,null,I,有限责任公司（自然人投资或控股）
NULL,2015-08-05,null,Q,个体
100000.0,2014-06-30,null,L,有限责任公司（自然人投资或控股）
1000000.0,2017-06-24,null,R,有限责任公司（自然人独资）
5000000.0,2015-11-10,null,F,有限责任公司（自然人投资或控股）
NULL,2015-04-23,null,F,个体
NULL,2015-01-30,null,H,个体
NULL,2012-11-09,null,F,个体
NULL,2015-04-07,null,F,个体
NULL,2014-05-14,null,F,个体
1000000.0,2008-01-04,null,E,有限责任公司（自然人投资或控股）
1000000.0,2012-06-20,null,I,有限责任公司（自然人投资或控股）
1000000.0,2011-08-17,null,L,有限责任公司（自然人投资或控股）
NULL,2015-05-18,null,F,个体
NULL,2013-05-09,null,F,个体
500000.0,2005-03-25,null,I,有限责任公司（自然人投资或控股）
1000000.0,2017-04-17,null,F,有限责任公司（自然人投资或控股）
500000.0,2012-11-12,null,F,有限责任公司（自然人独资）
5000000.0,2016-03-22,null,F,有限责任公司（自然人投资或控股）
NULL,2014-12-16,null,H,个体
NULL,2008-05-28,null,F,个体
50000.0,2015-11-19,null,L,有限责任公司（自然人投资或控股）
4000000.0,2015-07-07,null,F,有限责任公司（自然人投资或控股）
NULL,2009-10-22,null,F,个体
1000000.0,2012-10-31,null,C,有限责任公司（自然人投资或控股）
NULL,2015-11-09,null,F,个体
NULL,2014-05-29,null,O,个体
500000.0,2003-09-23,null,E,有限责任公司（自然人投资或控股）
NULL,2005-08-04,null,C,个体
200000.0,2017-06-14,null,L,有限责任公司（自然人独资）
NULL,2008-05-27,null,F,个体
NULL,2014-07-03,null,L,个体
2000000.0,2010-06-25,null,F,有限责任公司（自然人独资）
NULL,2010-07-07,null,O,个体
NULL,2017-12-28,null,I,个体工商户
NULL,2018-01-17,null,F,个体工商户
200.0,2016-11-15,null,L,有限责任公司（自然人独资）
NULL,2017-07-25,null,F,个体
10000000.0,2017-11-16,null,F,有限责任公司（自然人投资或控股）
NULL,2011-11-23,null,F,个体
30000000.0,2000-11-14,null,M,其他有限责任公司
NULL,2004-09-16,null,O,个体
NULL,2017-11-17,null,F,个体
NULL,2016-03-16,null,A,个体
100000.0,2015-09-10,null,L,有限责任公司（自然人投资或控股）
300000.0,2009-11-30,null,L,有限责任公司（自然人投资或控股）
NULL,2014-12-11,null,F,个体
10000000.0,2011-03-24,null,K,有限责任公司（自然人投资或控股）
890000.0,1995-04-19,null,C,股份合作制
100000.0,2015-02-13,null,L,有限责任公司（自然人投资或控股）
